-10, -5, -9, -4, 0, -5, -2, -2, -1, 1, 0, 0, 0, 0, 0, 0,
-7, -14, 1, 0, -1, 2, -1, -1, -5, -3, -3, 1, -2, 0, -2, -3,
-2, -1, -7, -3, 0, -1, 0, -3, 3, 0, 1, -1, 0, -1, 0, 0,
13, 10, 6, 4, -2, 0, -1, 5, 2, 0, 1, 0, 1, 0, -1, 0,
-3, 2, -4, -2, -1, 0, -1, -4, -3, -1, -2, -2, 1, -3, 0, 0,
-4, -3, -4, -3, 1, 0, 0, 0, -6, -1, -2, -4, -1, -2, -1, -4,
-4, -7, 1, 0, 0, -1, -1, -2, 5, 0, 3, -2, 0, -2, -2, 0,
-3, -1, 4, 4, -1, -1, -2, -3, -49, -10, -6, 1, 0, -2, -1, -3,
-3, -5, -3, -3, -2, -2, -1, 0, 11, -4, 0, 0, -3, 0, -3, -3,
0, 0, -4, 0, 0, -2, -2, -2, 11, 6, -3, -2, 1, 0, 0, 2,
-1, 1, 0, -1, -2, 0, 0, -1, 1, 0, 3, -2, -1, -1, -1, -1,
-2, -1, -1, -2, -1, -2, 0, 0, 9, 3, -1, -1, -3, 0, -1, 0,
-1, -2, -1, -2, -1, -2, 0, 0, -20, -3, -2, -2, -1, 0, -2, -3,
-1, 2, 1, 1, 1, -3, 1, -1, -5, -5, -1, 1, -2, -1, -2, -3,
0, 1, -5, -4, -4, -2, -2, -2, 2, -2, -4, -1, -2, -1, -1, -3,
-1, -7, -7, -3, -2, -3, -4, -2, -1, -1, 0, 0, -1, -2, -2, 0,
-2, -3, 0, -2, -1, 0, 0, -2, 2, 1, -2, 0, 0, -1, 0, 2,
-2, 2, -2, -1, -2, -4, -1, 0, 3, 0, 0, -1, 0, -1, -1, -5,
1, -2, 1, 2, -1, 0, -1, 0, -4, -1, 2, -1, -1, -1, -1, -17,
0, 2, 3, 3, 2, 0, 0, 0, 8, -1, -3, 1, -1, 0, -1, -9,
-6, -6, -1, -2, 0, 0, -1, -2, 4, 1, -1, -1, -1, 0, 1, -4,
10, 16, 2, 2, 2, -1, 2, 1, -1, 0, -2, 1, -1, 0, -1, 2,
-2, -3, -5, -5, -3, -2, -2, 1, -9, -2, 0, 0, 0, -1, -2, 6,
-1, 2, 3, 2, 1, 2, -1, -2, 8, 1, -2, -1, -1, -1, -2, 6,
0, 2, 4, 3, -2, 0, 0, 0, 2, 2, 0, -1, -1, -1, -2, 5,
-5, -5, 2, 0, 1, 0, -2, -1, -13, -5, -2, -2, -2, -2, -2, 2,
1, -2, 2, 4, 0, -1, -1, 1, -5, -2, -2, -2, -3, -1, -1, 2,
-1, -2, -6, -6, -4, -4, 0, -2, 7, 3, -2, -1, -1, 0, 0, 3,
-4, -8, -12, -12, -4, -4, -2, -4, -2, 2, -1, 0, 0, -1, 1, 1,
0, -7, -6, -3, -4, -2, -1, -2, -6, 0, 0, -1, -1, 0, -1, -1,
1, 1, 6, 1, 1, -1, -1, -1, -1, -1, 0, -2, 0, 1, -2, 0,
-6, -8, 5, 6, 4, -1, -2, -1, 0, -1, -2, -1, -1, -2, 1, 2,
5, 3, 7, 6, 6, 4, 0, 1, -7, -2, -1, -1, -3, 0, 0, 11,
5, 5, -2, -3, -7, -6, 0, 3, -5, -2, 2, -4, -1, -3, -2, 9,
-3, 0, -5, -2, 7, 0, 0, 0, -8, 0, 0, -2, -3, -2, -3, 4,
-1, -3, -1, -2, -7, -1, -1, 0, 16, 0, -2, -4, 0, 0, -2, 0,
-7, -7, -4, -2, 0, -1, -2, -1, -4, -2, -1, -1, -2, 0, -1, -12,
-2, -1, 2, 1, 1, 0, -2, -2, -16, -6, -2, 0, 0, -2, 0, -12,
0, -1, -2, -2, -3, -2, 0, -1, 22, 7, -1, 0, -1, 0, 0, -8,
-1, -1, 1, 0, 2, -2, -2, -1, -2, -1, -2, -3, -2, -2, -1, -7,
2, 3, 0, -1, -1, -2, 0, 0, -1, -2, -1, -1, -1, -3, -1, -5,
-2, -3, 0, -2, 0, 2, 0, -1, 11, 0, -2, 1, -2, -2, -2, -3,
0, 1, -3, -3, -3, -1, 0, -1, -8, -6, -2, -2, 0, -1, 0, 0,
-1, -1, -3, -2, -1, 1, 0, -1, -1, 0, 0, 0, 0, -2, 0, 1,
-1, 2, 1, 1, -4, -1, -2, -1, 12, 0, -1, 0, -1, -2, -2, 2,
-4, -4, 0, -1, 0, 0, -2, -1, -5, -3, -1, -1, 0, 0, 0, -1,
1, -3, -1, -2, -1, -1, -2, -1, 0, -2, -1, -1, 0, -1, -1, 1,
3, 6, 1, -1, 1, -1, 0, -1, 1, -1, 0, 0, -2, -1, -1, 2,
-2, -1, -1, -1, 0, -2, 0, 0, -7, -3, -1, -2, -1, -1, -1, 2,
-3, -4, -3, -2, -2, -1, 0, -1, 2, 0, -3, -2, 0, 0, -1, -2,
-4, -2, -1, -1, -1, -1, -2, -3, 2, 0, -3, -2, -1, -2, 1, 2,
0, -1, -2, 0, -1, 0, 0, 0, 0, -2, 0, -1, -2, -3, 0, 0,
0, 2, 0, -1, 0, 2, 0, -1, -10, -2, -1, -2, -2, 0, -2, -1,
-1, -1, 2, -2, 0, -1, 0, -2, 3, 0, 0, -1, -3, -1, -1, -1,
-1, 0, -4, -2, -3, 0, 0, 0, 1, -3, 1, 1, -1, 0, -2, -1,
-1, -3, -2, -3, -1, -2, -2, -1, -5, -2, 0, 1, -2, 0, 1, 1,
-2, -2, 1, -1, 0, -3, -2, -1, 1, 0, -1, -1, 0, -3, -1, -2,
0, 3, -3, 0, 0, 1, -1, -1, 3, 0, 0, 0, 0, 0, 1, -2,
0, -5, -3, -1, -1, -2, 0, -1, -3, 0, 0, -1, -1, -2, -2, 1,
0, -2, -3, 0, 2, 0, -1, -1, -3, 0, 0, 0, 0, -1, -3, 0,
0, 0, -1, -1, 0, -1, 1, 0, 1, -7, -3, -1, -1, -1, -1, -1,
-1, -1, 1, 0, -1, -1, -1, -2, 2, -1, -2, -3, -2, 1, 0, 0,
0, 1, 4, -1, -1, 0, 0, -1, -3, -3, -7, 0, -3, 1, -1, -1,
-5, -6, -8, -3, -1, -1, 0, -3, -1, -1, 4, 0, 0, 0, 0, -2,
4, 2, -1, -2, -2, -1, 0, 0, 3, -1, -4, 0, 2, 0, -1, -2,
-1, -2, -4, -3, -2, -1, -1, -1, -4, 0, 3, 3, 0, -1, -1, 5,
-1, 0, 1, 0, 0, 1, -1, -1, -2, -3, 1, -6, -1, -1, 1, 6,
0, 0, 3, 2, -2, 0, -2, -1, -2, 2, -2, -3, -1, -1, -1, 6,
-3, 0, -1, 1, 0, -2, -3, -1, 0, 2, 0, -2, -2, 1, 0, 1,
0, 1, -1, -2, -1, 1, -1, 0, 0, 0, 5, -1, 0, -2, 0, 1,
2, -2, -1, -1, -3, -2, 0, -4, -2, -7, -8, -2, 0, -2, -3, 0,
-3, -5, -1, -3, -2, 0, 1, 22, 0, -1, -2, 0, -2, 0, 1, -3,
-5, -4, -3, -2, -2, -1, -2, -1, -2, -1, -5, -1, 0, 0, 0, 0,
9, 2, 1, 1, 1, 1, 0, 4, -1, 3, 1, 0, -1, -1, 0, -2,
3, -1, 0, -2, 0, -2, -1, 0, -3, 3, 2, 2, -1, 0, -2, 1,
0, 1, 1, 2, -2, -2, -2, -8, -2, -3, -2, -2, 0, -2, 0, 0,
0, -1, -1, -1, -1, -1, -3, -4, -2, 1, 2, 1, -1, 0, -3, -2,
-7, 2, 4, 2, 2, 0, 0, 2, 2, 0, -4, 0, 0, -1, -1, -4,
-5, -4, -4, 2, 0, 1, 1, -4, 0, 0, 0, -2, -1, 0, 1, -3,
-7, -8, -7, -9, -5, -3, 0, 13, 0, -3, -1, 0, -1, 0, -2, -3,
2, 2, -1, -1, 0, -2, 0, 3, -1, 1, 1, -1, 0, -1, 0, -3,
4, 0, 1, -1, -1, -3, -2, -4, -1, -1, -4, -1, -2, -2, -2, -1,
-6, 4, 2, 0, -1, -2, -2, -1, -2, 0, -2, -1, 0, -2, -2, -5,
10, -2, 2, 6, 7, 3, 2, -3, -2, -5, -3, 0, 0, 0, -1, -5,
-4, -15, -5, -2, -2, 0, 0, 0, 1, 8, -3, -3, -2, -1, -2, -7,
-4, 0, -8, -3, -3, -3, -2, -2, -1, -27, -4, -4, -2, -2, 0, -8,
1, 4, 17, 0, -3, -1, -3, -3, -1, 17, 7, 0, -1, -1, -3, -10,
-4, -7, -9, -1, 7, 12, 0, -3, -1, -60, -13, -6, -2, -1, 0, -4,
-1, -3, 4, 0, -5, -3, 0, 0, -2, 30, 3, 2, 0, 0, 0, -2,
3, 5, -4, 3, -6, 0, 0, -3, -1, 15, 2, 0, -2, 0, -2, -3,
-5, -1, -6, -4, -1, -13, -1, -1, 4, 32, 0, 0, -2, -1, -1, 1,
-5, 2, 3, -2, -2, -6, -3, -12, -6, -66, -12, -3, 1, 2, -2, -1,
-5, -2, -2, 0, 0, 0, -1, -2, 0, 45, 12, 5, 12, 1, -1, 0,
-6, 5, -4, -2, 0, -2, -1, -1, -1, 37, -11, -10, -10, -3, -2, 0,
-2, -2, -4, -2, -1, 1, 2, 0, -6, 26, 32, 4, -9, -1, 1, -2,
0, 1, 2, 2, -3, -2, -1, -2, 4, 2, -7, -2, -1, 1, -1, 1,
-2, -2, -6, -1, 1, -1, -3, -4, -2, -6, 4, -3, -6, -6, -2, -1,
-1, -8, 2, -1, -1, 0, 2, 0, 0, 33, -11, -1, 5, 1, -4, -7,
2, -2, -3, 0, 0, 2, -2, 1, -3, -38, 2, 1, 3, -1, -1, -2,
0, -1, 2, -1, 0, -3, -1, -5, -1, 12, 0, -2, 0, -2, -1, -4,
0, 2, -3, 0, -2, 2, 0, -1, -1, -25, -4, 0, -3, -2, 1, -2,
1, 1, 2, 2, 2, 2, -1, -5, 0, -12, 1, 1, 3, 0, 0, -1,
-2, -3, -2, 0, 1, 2, 0, -5, -1, -40, -20, -8, -4, -2, -1, -2,
-3, 7, -2, -3, -3, -5, -1, 13, -2, 23, 10, 3, 1, -2, -1, -1,
3, -2, -5, -6, -2, -3, 0, 1, -1, -15, -4, -3, -1, -1, -2, 0,
-3, -12, 4, 0, 1, 1, -1, -2, -1, -14, -2, 0, -4, -2, -2, 0,
3, -3, -9, -3, 0, -1, -3, -2, -1, -5, -4, 1, 2, 1, 0, 2,
-9, -1, 1, 0, -4, -4, 0, 13, -2, 27, 7, 0, 0, -1, -1, -2,
-8, 2, -1, 1, 1, -1, 0, -2, 1, 8, -2, -1, -5, -2, -1, 0,
-4, -2, -2, -1, 0, -2, -3, -3, 0, -14, 1, 0, 0, 1, -2, 1,
-1, 3, -4, -3, -1, 1, 0, 0, -2, 1, -1, 0, 1, 1, 1, -2,
